"Hash","Program","Program AST","Result AST"
"5026b5a78400a7d872beb89c06e33b55e131b1afff21064c7c82faa24e28f44f05f520b133804413f68f32101ce36c925c2b719516aa63e791f78f607d80b94e","test read IgnoreInput {while hd tl nil {}} write X1","[0,[[@while,[@hd,[@tl,[@quote,nil]]],[]]],1]","0"
"277404ec17de2cb607b18c55254dc281cc945b7709d167ea2db6ae2d60b8e487b467f70720a4f3b8a2c140d87894012989daad2c1bec4c75ec7c262e8347d471","test read IgnoreInput {while hd X1 {}} write X1","[0,[[@while,[@hd,[@var,1]],[]]],1]","0"
"a08870d016eee0e500ee05f500ddab3d1aa71587822a7c2cae6d76dda3cb505fc93ba8520c2e185df9acfb64f0dc912c30ee889e270152449b89d675410dd9b2","test read IgnoreInput {while hd X2 {}} write X1","[0,[[@while,[@hd,[@var,1]],[]]],2]","0"
"b18e155b3c5f2e32128e2df9435d5e0209b5de83b44ddd42fd75a4316c21868a0f024885c8cfb6ca44b75acd3f61d1537b0ba15d2b18e7e84acb2a70da51bc83","test read IgnoreInput {while tl hd nil {}} write X1","[0,[[@while,[@tl,[@hd,[@quote,nil]]],[]]],1]","0"
"98a716d9409f0523ee2944e5b3746c82212c861525ae8758ddd3938482cd3fae3421c1ff29260cdf713653aa1beddbbdf5d40f0e7587682c07afcd19aa23a725","test read IgnoreInput {while tl tl nil {}} write X1","[0,[[@while,[@tl,[@tl,[@quote,nil]]],[]]],1]","0"
"32077d58c68c3d748435d9e1a38d6f70dace11ca21679d43091859eaf5c4880fc2c15abce52b024c3eccb26f71f210d6e51a2ff6c325d70d862d689a3cb92306","test read IgnoreInput {while tl X1 {}} write X1","[0,[[@while,[@tl,[@var,1]],[]]],1]","0"
"a81107e877f8d5651a542eae0a76eef53ada6e520f4d29aaa2f22f9f3b4421b32ce3d1b6b1e0132d56252c7e7d3130528c6a1661452ff6a1f1cc56b44c629cef","test read IgnoreInput {while tl X2 {}} write X1","[0,[[@while,[@tl,[@var,1]],[]]],2]","0"
"186550e2d0c971a0a2164dc0c610efb3feec52ce7f6ddc14fdb5c4a9194da058e764e1be4fa1c667eda8af496956235c134d35683cadd5dc2d121fb515bb96af","test read IgnoreInput {X1 := cons nil hd nil} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@hd,[@quote,nil]]]]],1]","1"
"e67dafb7f82673e239eecc310956fd57ffb38ed13f4784f85f2ef648593b1606d29c1d44f99a5eab71a19f9b70cf7f0823b7c5a34356a4ae72a8b2e9de8ffc11","test read IgnoreInput {X1 := cons nil tl nil} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@tl,[@quote,nil]]]]],1]","1"
"e140d9706aac424473be9ec2cb90d912a927c792dcf650babd195e0224d423999549daa5e22fee0feb7edcad6a2943f22ce6195e56db0e4135cb40672e82ddc5","test read IgnoreInput {X1 := cons nil X1} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@var,1]]]],1]","1"
"ba21ea34defccc4acc67da9a16e03885ecee0626c141e996d4c60217f90e1edc158fcede98a9ee166caf4a1180a5277536ea1282497355c574779e814cad260b","test read IgnoreInput {X1 := cons nil X3} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@var,2]]]],1]","1"
"aca271e8c6e737faa9285b491473efa5a543e6a437eef0550e3c1693f016ff903b4942f696f2e009f6e3a4963c8349579cec72a90c959b8d135f9c854a08293f","test read IgnoreInput {X1 := cons hd nil nil} write X1","[0,[[@:=,1,[@cons,[@hd,[@quote,nil]],[@quote,nil]]]],1]","1"
"6807d36b37e5d792cd540e36e0e05c1554ebea2c35a5b1f476d4f1601546090cceeec5e7b09bb8c5286d8e41fa58a23ec7c4f4ef87c898c762f33ff5945d92a8","test read IgnoreInput {X1 := cons tl nil nil} write X1","[0,[[@:=,1,[@cons,[@tl,[@quote,nil]],[@quote,nil]]]],1]","1"
"a7cd89b35a2218e12f9f89367966d6977cf09c4f856dbb7ccec2df20884173a1379ad7a88c6bbea7bcbbd81206049859676abf1d08681007d45e094a76814ba2","test read IgnoreInput {X1 := cons X1 nil} write X1","[0,[[@:=,1,[@cons,[@var,1],[@quote,nil]]]],1]","1"
"501b56bfb57e00da146a263553ed573840fe7eb77b97674a87de8be3c81ac6862a21e9c6d3b873e6855c31e75f6f3b98063232f2bf248dd2b123034855baebd4","test read IgnoreInput {X1 := cons X3 nil} write X1","[0,[[@:=,1,[@cons,[@var,2],[@quote,nil]]]],1]","1"
"de890f14eb198d646c8a06d96db47da0cddab9c22f9e6d1b0ec6dd2297bbc0c47d551b47c4704f00d9b16d722ca525eb5b1fbbdcfaa6127d893c78f3464df9b4","test read IgnoreInput {X1 := hd cons nil nil} write X1","[0,[[@:=,1,[@hd,[@cons,[@quote,nil],[@quote,nil]]]]],1]","0"
"b937b0a4b817a586ae3d9a89c359c7543ca32a9822ef919295f4deddf39438d6d1df1eaa8c8f82ab67962cb32e866585fea28b0a83fdc6be75b457935998f568","test read IgnoreInput {X1 := hd hd hd nil} write X1","[0,[[@:=,1,[@hd,[@hd,[@hd,[@quote,nil]]]]]],1]","0"
"6db5be4f6a9b9cedf0e2a1984ff8326721db6796149b536f99145990dc38414ef77ba6a79bb5809750068277364796a0571dad8e0c47255a6cc3d123392cdf80","test read IgnoreInput {X1 := hd hd tl nil} write X1","[0,[[@:=,1,[@hd,[@hd,[@tl,[@quote,nil]]]]]],1]","0"
"6e19b5ed1698072c47669aec2d2dd8f405052f2584b7ca3f8a96a4f2359b11c3d417171faffe3fa94870a85820483fdc122eaaff0a97836ec4ad8b7f331a24e0","test read IgnoreInput {X1 := hd hd X1} write X1","[0,[[@:=,1,[@hd,[@hd,[@var,1]]]]],1]","0"
"829ae04a2ecbec6b686d2a556c194d44ecc499aa0d8c7d643addd01c16e9af9dee8c27c3ff871f34dc405918f62d241e1dbc9dc93909c4c8779181d653307c72","test read IgnoreInput {X1 := hd hd X3} write X1","[0,[[@:=,1,[@hd,[@hd,[@var,2]]]]],1]","0"
"1ca6190fb2b4af2a8aab3b95d881b08a2f0f63f052f802c763cb07f3a41fa325cb531c648d57617c629c1843fd6dd9a70e1c4d5133bdae4a8d894df5ac8c2326","test read IgnoreInput {X1 := hd tl hd nil} write X1","[0,[[@:=,1,[@hd,[@tl,[@hd,[@quote,nil]]]]]],1]","0"
"81a037139a72a8e3d8751a676b80fb145afff374d75cb3919edd1df5c9209f887d6a7dcf440122b8ea083239b48082fb20bdc5d51cc52a3279d8dca02230a263","test read IgnoreInput {X1 := hd tl tl nil} write X1","[0,[[@:=,1,[@hd,[@tl,[@tl,[@quote,nil]]]]]],1]","0"
"add731f0d50e755a7c91b995e6224c00889795544d39f0d99b3b118136f0f68bb8ffb1a65c6fea2c3371dad05195b32e8f0b827cd41e287021f0014410d41c22","test read IgnoreInput {X1 := hd tl X1} write X1","[0,[[@:=,1,[@hd,[@tl,[@var,1]]]]],1]","0"
"8b49e0ef294f80d49d2bb67a43a8eb38ffd3c38a6194ee043e51ab1cbc19536752ee3fa06891cf67d1423580c670fbaf0e960cbf130c3bf73e57a8367ecba43b","test read IgnoreInput {X1 := hd tl X3} write X1","[0,[[@:=,1,[@hd,[@tl,[@var,2]]]]],1]","0"
"d1a9e8d1807ea0e639596ae827251c4ecd4e70d687b823415de7b20d49694b185db2c3bdf2bbcab2e6e1e3c2557dea848510e68ee2a114844997a8bbd018118c","test read IgnoreInput {X1 := tl cons nil nil} write X1","[0,[[@:=,1,[@tl,[@cons,[@quote,nil],[@quote,nil]]]]],1]","0"
"bdb8c318b22d1d569c29c3e0fea5b10df16be7cdadb96518926d1b6d73ec52e6aa495acf78f4f82b1c7ab158d018e120a07f6dbb02227abd1a9fd9081d691385","test read IgnoreInput {X1 := tl hd hd nil} write X1","[0,[[@:=,1,[@tl,[@hd,[@hd,[@quote,nil]]]]]],1]","0"
"268e43c646dda6cb6df0a1b520803c049cf977d3d70b096b3f18275c405c496833e1143568c887e9e008913f529c99a260d9801fd8fc4b201359c95d18d16507","test read IgnoreInput {X1 := tl hd tl nil} write X1","[0,[[@:=,1,[@tl,[@hd,[@tl,[@quote,nil]]]]]],1]","0"
"9693c9ba6c28ab1e376ccc2f8eb6fcd50362f0f0b50044f495a2645576933a5cec284515b9fb9d1b9749ac4fda2df68501bce9103904c6a6dd8274c76afb102d","test read IgnoreInput {X1 := tl hd X1} write X1","[0,[[@:=,1,[@tl,[@hd,[@var,1]]]]],1]","0"
"6e0b77f12c5442a44673abfb1d5382403e516babc0a82ec321b17f5e5c382b4aaad4b2b78d83774b5d93ac3311f0b0b8c3f26a8d700a0a3dc2b3070e29b0619f","test read IgnoreInput {X1 := tl hd X3} write X1","[0,[[@:=,1,[@tl,[@hd,[@var,2]]]]],1]","0"
"276e42023af1991a02db47930522ce3fc98ed43777a876742c9521c44c4150037b004f2ed930d238c738708a979c972849b4b0cd69ea760f2a349134c8b6225f","test read IgnoreInput {X1 := tl tl hd nil} write X1","[0,[[@:=,1,[@tl,[@tl,[@hd,[@quote,nil]]]]]],1]","0"
"97d8dd6fd35fdc91edc3dafe35ad12b5429e6dc2ca1da0c301894167be33023d743e8e0380244423368338609ed454e50422aac100f30576fdd17c43ce53cd43","test read IgnoreInput {X1 := tl tl tl nil} write X1","[0,[[@:=,1,[@tl,[@tl,[@tl,[@quote,nil]]]]]],1]","0"
"2cbe73ea8c2f6f11f86ee2270b34a789344bc07478f8c73cc3e5920128a7ec062009d1ff4b745152703ba1dad79ddf1439530389bd06bc4dc4c4556b108d9d89","test read IgnoreInput {X1 := tl tl X1} write X1","[0,[[@:=,1,[@tl,[@tl,[@var,1]]]]],1]","0"
"99a5781c2be2c3fd097dac2ba8f0454d3ee15023ffbcf1bca25a9fe847047c7a5dc8b938510cae6a52c7b552ca06f9b48e89ec4870f1df33298a18ca1462ce75","test read IgnoreInput {X1 := tl tl X3} write X1","[0,[[@:=,1,[@tl,[@tl,[@var,2]]]]],1]","0"
"b04ea6bd0b06091ccb65d0464b2c509151dac1707b11677eab262698c97e34cddc19a490e49f6236537d34e93f71f7aaceb3dbe8ff056c98976bcd593906309f","test read IgnoreInput {X2 := cons nil hd nil} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@hd,[@quote,nil]]]]],2]","0"
"e4f49246608aff1235fc80b3f09a0769fe5190b6b42d28446bf726dd75924829563bf6de047bb05de05672650c62e502e0330f1f91cc3029ab109e04c2fc2a52","test read IgnoreInput {X2 := cons nil tl nil} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@tl,[@quote,nil]]]]],2]","0"
"14f7ca0d411542bf1417fc65ff123aaf76b1831c65c6bb78f573653622cd94277c31b4bb329d6b1c98ddb49563f950964d1b887b0b911cd1fcbbfc3686bb5593","test read IgnoreInput {X2 := cons nil X2} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@var,1]]]],2]","0"
"56e4090b93addf6b334a0134ef5098b523c408d6051105ba352d80ed8d7df5e5e25b85e5236523628de54aad407d9ff0e564a5d703e7e84e5f9521c8cd747a11","test read IgnoreInput {X2 := cons nil X1} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@var,2]]]],2]","0"
"3e97513bc49f6dcd8431497d81e1b4b03454c33aea0df6a1137f370e15a5b240b43ca30ea7e413ba030565823c3ef0c2e78f03452d6e2b8398c52c41d1c7ac97","test read IgnoreInput {X2 := cons nil X3} write X1","[0,[[@:=,1,[@cons,[@quote,nil],[@var,2]]]],3]","0"
"6910f41546df72a50d3a8b4f7661064d21dc9b118e60e125b5f913ca5fe85bbbf4a6837626c33880291ac9a30574d4d33870a0388c888e7798665615932a5bfd","test read IgnoreInput {X2 := cons hd nil nil} write X1","[0,[[@:=,1,[@cons,[@hd,[@quote,nil]],[@quote,nil]]]],2]","0"
"e2feed321265d49f8586be5fa6e3254a76e8fd035aadb0d9a87f42759fbe2f2b545b5a2aa9f20a5e3a417cf271b6212b731f3b499a199cdd98f5de96c965a82a","test read IgnoreInput {X2 := cons tl nil nil} write X1","[0,[[@:=,1,[@cons,[@tl,[@quote,nil]],[@quote,nil]]]],2]","0"
"3451638370a6d6f0a0ac2bddcf82895ba38d88f524b65f58eb36243ad369114579535cfa59492a7587fb7adfe8d97a2817cd8310de36a5ae0c9d7cba6227f732","test read IgnoreInput {X2 := cons X2 nil} write X1","[0,[[@:=,1,[@cons,[@var,1],[@quote,nil]]]],2]","0"
"46a043697400b2c36ccbe42b3a48a8092dc50020196e9a413ee53b00e379e96382493606adf1416b57cdcfa67bafcbd50782eb4026f31a6e3a743d7943098aa6","test read IgnoreInput {X2 := cons X1 nil} write X1","[0,[[@:=,1,[@cons,[@var,2],[@quote,nil]]]],2]","0"
"7e20185c635874449c62810973be9cae64dc187ef3c909fb0db6c639b998004e258f92fcb2bd9bcc6017ff41d3e01f0c95775433ab8b8b81e749f47c555bffdd","test read IgnoreInput {X2 := cons X3 nil} write X1","[0,[[@:=,1,[@cons,[@var,2],[@quote,nil]]]],3]","0"
"d568f4309d610af6677487f82f441292d90fdbd0cdb3bf024c7c588dc782c3c6be62f203298383e206062f08295a671f6b65d85aa9ea22c927724da99463727b","test read IgnoreInput {X2 := hd cons nil nil} write X1","[0,[[@:=,1,[@hd,[@cons,[@quote,nil],[@quote,nil]]]]],2]","0"
"04cf78df272a4951c2698c767856032c893af0f630ff2397351e0fca2a636da2fc475ed1e024e612e876ef7134c5e6bd0cac6c513733fdc6edca0625bb7bfbb0","test read IgnoreInput {X2 := hd hd hd nil} write X1","[0,[[@:=,1,[@hd,[@hd,[@hd,[@quote,nil]]]]]],2]","0"
"85a15699ca9aec000a062e60c7b6c41596639458a27bcae5742a3278adbe9be090747c019a9bdbfc06d959c62c1cc25746185e4707ed95020fbdd0eed1283c1a","test read IgnoreInput {X2 := hd hd tl nil} write X1","[0,[[@:=,1,[@hd,[@hd,[@tl,[@quote,nil]]]]]],2]","0"
"b02f881a7c5c8295d9aef5db054001f9edd7a7fcb825ed1f4fe00aa28613b33f72843e5416c1baf56bb6953f134759cf69aeae5f7e4cb4c2b64d59a796a6a988","test read IgnoreInput {X2 := hd hd X2} write X1","[0,[[@:=,1,[@hd,[@hd,[@var,1]]]]],2]","0"
"7925ecbaf3545dfc6ff682eb2c6090c79640724ff8cafa20ea9e568b0ed8810c100c84cbac0949bcaac6ff37d82312720ef3785bf29de8f11024ad6501bc7e3c","test read IgnoreInput {X2 := hd hd X1} write X1","[0,[[@:=,1,[@hd,[@hd,[@var,2]]]]],2]","0"
"4483eda52753944101d842e29983d4acdc036d6c72883e834f1f95f5ea1de97546f170a545fae6838fda12d05443d6470bf19367b3d10bf45bf74ac6a708ce1b","test read IgnoreInput {X2 := hd hd X3} write X1","[0,[[@:=,1,[@hd,[@hd,[@var,2]]]]],3]","0"
"9f8969cb410ac0123d6d00f61b29869739ec7781c07d4eff430a37b1ca61319ca63a37d5f4f87ddad62a545a19fd400014903411caf82bf7d141e7d18a44c479","test read IgnoreInput {X2 := hd tl hd nil} write X1","[0,[[@:=,1,[@hd,[@tl,[@hd,[@quote,nil]]]]]],2]","0"
"87b0574844b7f31b57b5b1dec0b338be206321cb240187f36b35ff83297e5d694efa97dcd99ccf4559a6a714364a8135f9643415f059722da676e9bafe8a03c0","test read IgnoreInput {X2 := hd tl tl nil} write X1","[0,[[@:=,1,[@hd,[@tl,[@tl,[@quote,nil]]]]]],2]","0"
